xgappid,userid,appname,addtime,usertype,logourl,packagename
98000000,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,Cmoar,1439370643,0,ks3-public/logo/da96c2cc-0c76-4870-4fd1-2c1a14bb3216.png,com.Cmoar.Cmoar360PlayerFree
98000001,tako_55cae518e138235587000005,Tako,1439428108,0,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000001,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,Tako,1439434996,1,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
undefinedXgappid,tako_55cc113be138235b1b00001b,undefinedAppname,1439437225,0,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,undefinedPackagename
98000002,tako_55cc113be138235b1b00001b,baccxht1234,1439462090,0,ks3-public/logo/14adbadd-9722-45da-7349-c1dd22afbdd5.png,cn.com.xishanju.baccarat
98000002,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,baccxht1234,1439462120,2,ks3-public/logo/14adbadd-9722-45da-7349-c1dd22afbdd5.png,cn.com.xishanju.baccarat
98000002,tako_55cc0eb1e138235b1b000018,baccxht1234,1439462246,2,ks3-public/logo/14adbadd-9722-45da-7349-c1dd22afbdd5.png,cn.com.xishanju.baccarat
98000001,tako_55cc113be138235b1b00001b,Tako,1439462581,2,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000003,tako_55cae518e138235587000005,小米实况麻将,1439514334,0,ks3-public/logo/458450d8-79bd-4563-793d-e5acf05373eb.png,com.ximi.mj.mi
98000004,tako_55cae518e138235587000005,Rievia,1439515470,0,ks3-public/logo/cd4e604e-a66f-4ceb-7c46-f280224b3bc7.png,com.xsjme.fancy.kingsoft
98000005,tako_55cae518e138235587000005,变身吧！主公,1439516301,0,ks3-public/logo/db52814b-693b-4435-58c6-b156731f36d2.png,com.westhouse.sanguox.xsj
98000006,tako_55cae518e138235587000005,剑侠代号S,1439519205,0,ks3-public/logo/f0150fd7-de39-49bb-7f16-b6b1ad3034da.png,com.xsj.jxqy.xsj
98000007,tako_55cae518e138235587000005,锤子三国,1439521532,0,ks3-public/logo/4f75e99e-e406-4a70-6fe2-2fd1c6b2e048.png,com.tencent.tmgp.chuizi
98000008,tako_55d1aa5be138236e51000007,2048,1439804075,0,ks3-public/logo/54bd6943-c10d-4ba8-717b-924ee842f8b9.png,f3nghuang.-048
98000001,tako_55cca2b7e1382371ff00001e,Tako,1439881663,2,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000009,tako_55d1aa5be138236e51000007,点餐系统,1440214684,0,ks3-public/logo/9092fb25-e85e-48fc-7043-74c61e090e01.png,com.tcsl.Menu
98000010,tako_55cae518e138235587000005,android1010,1440410712,0,ks3-public/logo/27a90fff-1824-4f04-6f0b-e9d13384fdd7.png,org.egret.java.android1010
98000010,xg__b400148f0632344e0fd9c30e265eb203fbfce86aea586642a30ea16a34a41547,android1010,1440467191,1,ks3-public/logo/27a90fff-1824-4f04-6f0b-e9d13384fdd7.png,org.egret.java.android1010
98000010,tako_55d68ce2e138234457000004,android1010,1440467191,1,ks3-public/logo/27a90fff-1824-4f04-6f0b-e9d13384fdd7.png,org.egret.java.android1010
98000010,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,android1010,1440467192,2,ks3-public/logo/27a90fff-1824-4f04-6f0b-e9d13384fdd7.png,org.egret.java.android1010
98000007,xg__062738587af9dda21404f07b10e28946cc7de63ad3af57e380d736e81cbf5869,锤子三国,1440471095,1,ks3-public/logo/4f75e99e-e406-4a70-6fe2-2fd1c6b2e048.png,com.tencent.tmgp.chuizi
98000011,tako_55cc0eb1e138235b1b000018,DiveCityCoaster,1440472639,0,ks3-public/logo/49829d6d-34b6-4ba8-401a-c2f94d225a92.png,com.divegames.divecitycoaster
98000012,tako_55dbe29be138230de5000032,尸化危机,1440474704,0,ks3-public/logo/508824c8-022c-47ff-52b5-4f5ff622bb8f.png,com.xishanju.gamex.mi
98000001,tako_55dbe29be138230de5000032,Tako,1440485102,2,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000001,xg__9e818c58510d61f8291e7d971dbbe7b7796b73dce8ced0ecb6ead439c850bfbf,Tako,1440485103,2,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000013,tako_55deb72ae138236a7f00001e,千丁管家,1440659307,0,ks3-public/logo/4d6d0836-bf74-494e-75fa-b5f65979d592.png,com.qding.butler
98000001,tako_55e5514de138233074000020,Tako,1441096638,2,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000011,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,DiveCityCoaster,1441193149,2,ks3-public/logo/49829d6d-34b6-4ba8-401a-c2f94d225a92.png,com.divegames.divecitycoaster
98000014,xg__811effbc75b0c2425fbfaa47d46de9b1c754fda7f50b1f7844a0750bfcbe0ba0,豆饭,1441376214,0,ks3-public/logo/c5324cde-9545-4627-7bff-2768b320a19c.png,com.doudou.app.android
98000014,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,豆饭,1441376767,2,ks3-public/logo/c5324cde-9545-4627-7bff-2768b320a19c.png,com.doudou.app.android
98000015,tako_55eae5b9e138230cfe000056,Tako,1441457971,0,ks3-public/logo/8e6389d7-be58-4483-4277-a87d43bd2f74.png,com.ksg.tako
98000014,tako_55ebd9a4e138230cfe000076,豆饭,1441520036,2,ks3-public/logo/c5324cde-9545-4627-7bff-2768b320a19c.png,com.doudou.app.android
98000001,xg__a733bb9f0b8bd3093e174cf85363fbe849425206bc811a379b905794541b3cba,Tako,1441538417,1,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000016,xg__1b8028ed3c2aa1ccffca32feb92aedc5e473879120e6d84ec676604a5f7e1501,Brave Cross (googleplay),1441692878,0,ks3-public/logo/1004b341-a3a0-4e57-7c52-3ac58149983f.png,com.seasun.bravecross
98000016,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,Brave Cross (googleplay),1441697271,2,ks3-public/logo/1004b341-a3a0-4e57-7c52-3ac58149983f.png,com.seasun.bravecross
98000016,xg__811effbc75b0c2425fbfaa47d46de9b1c754fda7f50b1f7844a0750bfcbe0ba0,Brave Cross (googleplay),1441697284,2,ks3-public/logo/1004b341-a3a0-4e57-7c52-3ac58149983f.png,com.seasun.bravecross
98000017,tako_55efcd3be13823225200001c,西游降魔篇3D,1441780389,0,ks3-public/logo/115d3c96-98dd-477a-77fe-0fd226bf792f.png,com.wali.waliappstore
98000001,xg__cff299613d8a91a9170f34f14621768046780c1f5bea7b4be2ec850476449fc0,Tako,1441859248,1,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000018,tako_55f2a410e13823225200005b,说记,1441965166,0,ks3-public/logo/1c465dfc-5e07-46b2-6c8b-ffd7dc1b3b30.png,com.zhangrongyijia.Shuoji
98000019,tako_55f2a410e13823225200005b,说记,1441965554,0,ks3-public/logo/dd7b6560-74d2-4088-489c-2c2c1a7ef606.png,com.familymoney
98000019,tako_55e5514de138233074000020,说记,1441965820,2,ks3-public/logo/dd7b6560-74d2-4088-489c-2c2c1a7ef606.png,com.familymoney
98000019,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,说记,1441966190,2,ks3-public/logo/dd7b6560-74d2-4088-489c-2c2c1a7ef606.png,com.familymoney
98000018,tako_55e5514de138233074000020,说记,1441966212,2,ks3-public/logo/1c465dfc-5e07-46b2-6c8b-ffd7dc1b3b30.png,com.zhangrongyijia.Shuoji
98000020,tako_55f2b736e138235db000000a,有我,1441970213,0,ks3-public/logo/a0856266-7623-4650-58a8-97c69385de42.png,com.jiaoyou.youwo
98000021,tako_55f62ecee138235db0000056,HardTouch,1442197500,0,ks3-public/logo/7ad99647-af4c-4bb7-742a-248e8cafe51d.png,com.pythonzh.hardtouch
98000001,tako_55f6a7ffe138235db0000071,Tako,1442228223,2,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000001,tako_55efcd3be13823225200001c,Tako,1442639312,2,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000022,tako_55ff6ac6e138237586000001,去哪儿旅行,1442802721,0,ks3-public/logo/40ffc303-6d33-4881-43fe-8c4ea6bf766a.png,com.Qunar
98000005,xg__ce8ba9b2863f0c72f89435da52b911f00d8c5af61e0a48cc2d33a4de7fc45695,变身吧！主公,1442820415,1,ks3-public/logo/db52814b-693b-4435-58c6-b156731f36d2.png,com.westhouse.sanguox.xsj
98000001,xg__811effbc75b0c2425fbfaa47d46de9b1c754fda7f50b1f7844a0750bfcbe0ba0,Tako,1442848539,1,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000001,xg__ff29f4c7330e1a3a33dae43c4f95b2faa14508d4d4d27c5df750c733a333423e,Tako,1442849219,2,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000023,tako_5600ef3ae138237e7a000079,有融网,1442901902,0,ks3-public/logo/ba11a70d-39c6-4561-58b5-31706caba8ba.png,com.yourong.www
98000024,tako_55cae518e138235587000005,剑侠情缘移动版,1442908011,0,ks3-public/logo/106176c2-c4ab-44dc-524b-bf7431d0d650.png,com.jianxin.ft.xsj
98000024,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,剑侠情缘移动版,1442909225,1,ks3-public/logo/106176c2-c4ab-44dc-524b-bf7431d0d650.png,com.jianxin.ft.xsj
98000024,xg__96a29fbaf6d5657b0c1c8e85cd071518d9549b462f41c9e76357296e619f2e85,剑侠情缘移动版,1442922989,1,ks3-public/logo/106176c2-c4ab-44dc-524b-bf7431d0d650.png,com.jianxin.ft.xsj
98000024,xg__811effbc75b0c2425fbfaa47d46de9b1c754fda7f50b1f7844a0750bfcbe0ba0,剑侠情缘移动版,1442930504,2,ks3-public/logo/106176c2-c4ab-44dc-524b-bf7431d0d650.png,com.jianxin.ft.xsj
98000024,tako_5603a0c0e1382303d1000537,剑侠情缘移动版,1443078336,1,ks3-public/logo/106176c2-c4ab-44dc-524b-bf7431d0d650.png,com.jianxin.ft.xsj
98000024,tako_55cd68cbe1382371ff00005e,剑侠情缘移动版,1443083441,1,ks3-public/logo/106176c2-c4ab-44dc-524b-bf7431d0d650.png,com.jianxin.ft.xsj
98000025,tako_55cd68cbe1382371ff00005e,百万怪谭渠道测试,1443083618,0,ks3-public/logo/57c5bf32-8ca9-4f94-6d4e-6385efc953e0.png,com.xlfd.millionKwaidan
98000026,tako_55dbe29be138230de5000032,TheSwordManor,1444290807,0,ks3-public/logo/5476c9a8-490e-44f4-74cd-fd1bb493c788.png,com.westhouse.theswordmanor
98000027,tako_56026ebae138236d26000dec,西山居游戏,1444384066,0,ks3-public/logo/066c826d-5a27-4425-6dcc-7e1592eefdce.png,com.xishanju.m
98000028,tako_56026ebae138236d26000dec,西山居游戏,1444384343,0,ks3-public/logo/f48ce909-ae6f-4aa3-47c1-e27c177ba337.png,cn.com.xishanju.xsjgame.dev
98000029,xg__1b8028ed3c2aa1ccffca32feb92aedc5e473879120e6d84ec676604a5f7e1501,骑士法则_T,1444395421,0,ks3-public/logo/f28c12be-2b80-4c66-57d7-33310ff401d7.png,com.xishanju.castle3d
98000030,xg__811effbc75b0c2425fbfaa47d46de9b1c754fda7f50b1f7844a0750bfcbe0ba0,说记小助,1444449840,0,ks3-public/logo/d8866dcd-c0de-4269-57c8-5b801234470b.png,com.familymoney
98000031,tako_561b3809e138235d9d00047f,Ai.kitty,1444625116,0,ks3-public/logo/1853fee6-83cb-4958-6d0f-815d4341375f.png,com.tencent.xin7caikitty
98000032,xg__811effbc75b0c2425fbfaa47d46de9b1c754fda7f50b1f7844a0750bfcbe0ba0,TankGirls,1444794175,0,ks3-public/logo/8b1c7018-cfa9-4f66-653a-3a99737f1bf7.png,org.capricegame.SHClient150902
98000033,tako_5623cd8be138231508000064,微小秘旗舰版,1445187135,0,ks3-public/logo/8c7bdff1-cc96-4ee8-5312-15eb2e4acad2.png,com.tuokebao.robotwechat
98000034,tako_5623cd8be138231508000064,微小秘多开版微信01,1445190377,0,ks3-public/logo/dfce2c45-dda9-4fe0-7f5e-136f75681084.png,com.tence01.mm
98000035,tako_5623cd8be138231508000064,微小秘多开版微信02,1445191307,0,ks3-public/logo/9b419744-c25e-4122-7b1f-5ac9694be6fe.png,com.tence02.mm
98000036,tako_5623cd8be138231508000064,微小秘多开版微信03,1445191450,0,ks3-public/logo/ce2f80de-1b5e-4842-68fd-87c28d637f6d.png,com.tence03.mm
98000037,tako_5623cd8be138231508000064,微小秘多开版微信04,1445191574,0,ks3-public/logo/99f7e758-71e0-43dd-6e0b-ddbdd527ecd9.png,com.tence04.mm
98000038,tako_5623cd8be138231508000064,微小秘多开版微信05,1445191699,0,ks3-public/logo/8d670ac2-7237-4c19-7356-f24a68118710.png,com.tence05.mm
98000039,tako_5623cd8be138231508000064,WeChat06,1445412090,0,ks3-public/logo/6d00284a-3616-47de-5b59-c010cd4b2e21.png,com.tence06.mm
98000040,tako_5623cd8be138231508000064,WeChat07,1445412198,0,ks3-public/logo/68d32c01-533e-4275-7011-743255b12a07.png,com.tence07.mm
98000041,tako_5623cd8be138231508000064,WeChat08,1445412364,0,ks3-public/logo/1ce54d70-97e3-4816-48a5-279c4d49c7e9.png,com.tence08.mm
98000042,tako_5623cd8be138231508000064,WeChat09,1445414811,0,ks3-public/logo/36ba8cf0-8879-4281-5069-af94e5eb8d91.png,com.tence09.mm
98000043,tako_5623cd8be138231508000064,WeChat10,1445414931,0,ks3-public/logo/6b2d2e66-2b5e-4c46-4cf5-bb6acc5c813b.png,com.tence10.mm
98000044,tako_56270df4e138234e0a000052,決戰赤壁,1445417023,0,ks3-public/logo/e1e77f10-fa26-427d-7397-076dde06ac79.png,com.kuniu.nsbzg
98000045,tako_5623cd8be138231508000064,加粉神器,1445417452,0,ks3-public/logo/de42e178-73e3-4b68-5ae2-d629cd228f62.png,com.jiafenshenqi.fans
98000001,xg__ce8ba9b2863f0c72f89435da52b911f00d8c5af61e0a48cc2d33a4de7fc45695,Tako,1445426797,1,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000046,tako_5623cd8be138231508000064,微小秘2016微信5.3多开版微秘书,1445434271,0,ks3-public/logo/4ce2b094-e005-4983-5094-99daec7447f7.png,com.androidupdate.now
98000001,xg__60bfddefc8ec892f5a974e110c40e9db946234e9706a17bb6d22dd727786c758,Tako,1445848097,2,ks3-public/logo/4fa4cf35-839f-4e89-4af8-3282bf22bf10.png,com.ksg.tako
98000024,xg__60bfddefc8ec892f5a974e110c40e9db946234e9706a17bb6d22dd727786c758,剑侠情缘移动版,1445848256,2,ks3-public/logo/106176c2-c4ab-44dc-524b-bf7431d0d650.png,com.jianxin.ft.xsj
98000047,xg__811effbc75b0c2425fbfaa47d46de9b1c754fda7f50b1f7844a0750bfcbe0ba0,天天枪战,1445857429,0,ks3-public/logo/53b21f96-8497-467f-42c2-abcbf0d0bcf0.png,com.wyd.gunsoul.mi
98000048,tako_56027528e138236d26000f4e,猫咪爱方块,1445857786,0,ks3-public/logo/218456f8-c2b4-4830-7975-508d1cf35c1a.png,com.xsj.maomi.mi
98000049,tako_55f62774e138235db0000044,JX3Pocket内网版(ios),1446121222,0,ks3-public/logo/c0c9fa1c-43bb-40d5-5809-026d9827dde4.png,com.jx3.m.jx3pocket
98000049,tako_55f62a2ee138235db000004e,JX3Pocket内网版(ios),1446121996,2,ks3-public/logo/c0c9fa1c-43bb-40d5-5809-026d9827dde4.png,com.jx3.m.jx3pocket
98000049,tako_55f62774e138235db0000044,JX3Pocket内网版,1446122153,0,ks3-public/logo/f6fe1e00-27e3-43b6-734d-9a27e491334c.png,com.jx3.m.jx3pocket
98000049,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,JX3Pocket内网版,1446122997,1,ks3-public/logo/f6fe1e00-27e3-43b6-734d-9a27e491334c.png,com.jx3.m.jx3pocket
98000049,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,JX3Pocket内网版(ios),1446123050,1,ks3-public/logo/c0c9fa1c-43bb-40d5-5809-026d9827dde4.png,com.jx3.m.jx3pocket
98000049,tako_55f62a2ee138235db000004e,JX3Pocket内网版,1446123258,1,ks3-public/logo/f6fe1e00-27e3-43b6-734d-9a27e491334c.png,com.jx3.m.jx3pocket
98000050,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,Tako,1446177422,0,ks3-public/logo/53dc895b-a4c1-4148-4c07-59cb6564ffa8.png,com.ksg.tako
98000005,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,变身吧！主公,1446429116,1,ks3-public/logo/db52814b-693b-4435-58c6-b156731f36d2.png,com.westhouse.sanguox.xsj
98000051,xg__8c9a022625f75d68ea35bc9f197bb30d51b11fc10352c469e832bc29b641db08,迅测,1446457616,0,ks3-public/logo/eaaad341-c843-4cf2-7eb4-447cf5d3a77b.png,com.gangwangchina.fmt
98000052,xg__e9f228f88fd02d7247bb2dc3c40cf4a8fd2946de35cd3c189ce0ea5da06ec453,测试渠道DEMO,1446603877,0,ks3-public/logo/f6a00a64-3706-4875-4466-1b0075a10aff.png,com.xgsdk.client.testchannel
98000052,tako_55ebe162e138230cfe00007b,测试渠道DEMO,1446627264,2,ks3-public/logo/f6a00a64-3706-4875-4466-1b0075a10aff.png,com.xgsdk.client.testchannel
98000049,xg__ce8ba9b2863f0c72f89435da52b911f00d8c5af61e0a48cc2d33a4de7fc45695,JX3Pocket内网版(ios),1446633587,1,ks3-public/logo/c0c9fa1c-43bb-40d5-5809-026d9827dde4.png,com.jx3.m.jx3pocket
98000053,tako_563b20bfe138230c9000004b,微养号,1446715682,0,ks3-public/logo/8cba5321-e6ff-4158-74b4-8aa4e09f5514.png,com.tuokebao.multiwechat
98000054,tako_563b20bfe138230c9000004b,WeChat,1446715796,0,ks3-public/logo/7c2b3eea-838a-4538-5e4b-46e4de5b1bdf.png,com.tencen1.mm
98000055,tako_563b20bfe138230c9000004b,新版微小秘,1446715902,0,ks3-public/logo/9550e3c8-0b8a-4c62-6556-5356f4adcce9.png,com.youiit.zbk.wbl60
98000056,tako_563b20bfe138230c9000004b,微老板子注册机,1446716434,0,ks3-public/logo/b6006bf6-2dc9-4d52-7783-8be169ab1892.png,com.test.regtool_wbl
98000057,tako_563b20bfe138230c9000004b,微老板总注册机,1446716493,0,ks3-public/logo/6a186863-82a0-4a6f-4ec3-90a4de0a1871.png,com.test.regtool_reg_wbl
98000049,tako_563b51f6e1382320c8000017,JX3Pocket内网版(ios),1446728183,1,ks3-public/logo/c0c9fa1c-43bb-40d5-5809-026d9827dde4.png,com.jx3.m.jx3pocket
98000024,xg__3e35767ca99fa74494c62dcfb1486ee07f470e4bf8bc30957170a77affa70c6b,剑侠情缘移动版,1447041277,2,ks3-public/logo/106176c2-c4ab-44dc-524b-bf7431d0d650.png,com.jianxin.ft.xsj
98000058,tako_56403861e1382320c8000158,趣网吧,1447049746,0,ks3-public/logo/ad8aaad3-ff18-4889-7ed4-bb0568ade6f0.png,com.am.qwb
98000059,tako_56306ac0e138234e0a000245,iTest007,1447222443,0,ks3-public/logo/de3e8159-030c-4eb0-6345-b3026ab3cc65.png,com.example.androiddemo
98000059,tako_56026e2de138236d26000dad,iTest007,1447222499,2,ks3-public/logo/de3e8159-030c-4eb0-6345-b3026ab3cc65.png,com.example.androiddemo
98000060,tako_56458587e138231293000088,QQ输入法,1447396869,0,ks3-public/logo/b7d70ccc-74d6-47f2-70c7-18d1c792cc60.png,com.tencent.qqpinyin
98000061,tako_56458f5ce138231293000092,微信,1447399739,0,ks3-public/logo/bc1f9041-bd65-4a23-4621-4b65c5f0c73c.png,com.tencent.xin.jinse-dabany
98000062,tako_56458f5ce138231293000092,WeChat,1447400476,0,ks3-public/logo/a491cdfa-c16f-4faf-4d88-3eec6945981e.png,com.tencen1.mm
98000063,tako_56458f5ce138231293000092,微信01,1447414424,0,ks3-public/logo/b5880f0e-4486-42fb-5b83-760df3b94f41.png,com.tencent.xin.xiaofang-1
98000064,tako_56458f5ce138231293000092,微信01,1447416457,0,ks3-public/logo/b7f44b4a-06de-4223-6ea6-ee09aa48df3d.png,xiaofangdingzhi-zise1
98000065,tako_56458f5ce138231293000092,微信02,1447417200,0,ks3-public/logo/7dddd45c-c274-47a3-404a-3672bd7197b7.png,com.tencent.xin.xiaofang-2
98000066,tako_56458f5ce138231293000092,微信03,1447418145,0,ks3-public/logo/b8ac923c-168d-460c-7688-b76facde65ed.png,com.tencent.xin.xiaofang-3
98000067,tako_56458f5ce138231293000092,微信04,1447418258,0,ks3-public/logo/fec83cde-0b04-4b1d-55a7-ef260e8bfa5c.png,com.tencent.xin.xiaofang-4
98000068,tako_56458f5ce138231293000092,微信05,1447420058,0,ks3-public/logo/10c4aaea-6102-4628-6d0e-01183d077399.png,com.tencent.xin.xiaofang-5
98000069,tako_56458f5ce138231293000092,阿彩思密达,1447422696,0,ks3-public/logo/35752d05-9c39-47e9-7b04-944461ccd712.png,pre.dingzhi-simida
98000070,tako_56458f5ce138231293000092,私人定制,1447422749,0,ks3-public/logo/deca6093-23fc-4e79-5dfa-484209501cda.png,pre.dingzhi-diz
98000071,tako_56458f5ce138231293000092,微信2号,1447423154,0,ks3-public/logo/5515b453-df13-42f8-7d78-03174acfc446.png,toka.dingzhi.ecah2
98000072,tako_56458f5ce138231293000092,微信,1447424338,0,ks3-public/logo/f73dc766-1b90-4e24-44a8-f884d698b9da.png,com.tencent.xin.lvse
98000073,tako_56458f5ce138231293000092,微信,1447424414,0,ks3-public/logo/f6286936-82be-43c9-7e0b-069d3216eba8.png,com.tencent.xin.qinglanse
98000074,tako_56458f5ce138231293000092,微信,1447424587,0,ks3-public/logo/96843cac-9688-4ef6-5842-4669e9a72bbb.png,com.tencent.xin.xinfense
98000075,tako_56458f5ce138231293000092,微信,1447424798,0,ks3-public/logo/cc3e10d5-bfcd-4fc0-5235-9ed00bf4ffe8.png,com.tencent.xin.xinhongse
98000076,tako_56458f5ce138231293000092,微信,1447424959,0,ks3-public/logo/93173fd8-7bb6-4e1b-585e-5f800ed55bb2.png,com.tencent.xin.xinzise
98000077,tako_5645f85de138231293000117,微信01,1447427372,0,ks3-public/logo/922439b3-08b8-4375-6db0-b5967aacdc43.png,com.tencent.xin.xiaofang-1
98000078,tako_5645f85de138231293000117,微信02,1447427410,0,ks3-public/logo/ea28c8ec-8e0c-48e7-4ab4-060800b1401e.png,com.tencent.xin.xiaofang-2
98000079,tako_5645f85de138231293000117,微信03,1447427441,0,ks3-public/logo/6e9d88b2-7522-4d70-6300-76143cb83476.png,com.tencent.xin.xiaofang-3
98000080,tako_5645f85de138231293000117,微信04,1447427485,0,ks3-public/logo/13cd1993-3eda-4c62-7c9e-84312714d5f5.png,com.tencent.xin.xiaofang-4
98000081,tako_5645f85de138231293000117,微信05,1447427800,0,ks3-public/logo/a2d8d2a7-a763-45b8-766a-9cdc9a094720.png,com.tencent.xin.xiaofang-5
98000082,tako_5645f85de138231293000117,微信01,1447429064,0,ks3-public/logo/3f5db420-2bf1-4334-4b6b-39c742ef873a.png,xiaofang-zise1
98000083,tako_5645f85de138231293000117,微信,1447429459,0,ks3-public/logo/90496405-8556-4fae-5abc-6a8ebbe1b8c3.png,Fly.dingzhi-fense
98000084,tako_564607c5e138231293000165,one.,1447430453,0,ks3-public/logo/3bac65a0-0210-441f-504e-d3e73e99e164.jpg,com.tencent.yuanban
98000085,tako_564607c5e138231293000165,分身,1447432869,0,ks3-public/logo/ed50afc8-9c7e-4182-78c4-b2ee2b37d673.jpg,com.e8d32223aa3f93de1bf642877090c705._fenshen_
98000086,tako_5646aaa5e1382312930001a0,哆啦A梦,1447471980,0,ks3-public/logo/e65cebd3-e9a4-4f2a-4a51-671f00a7a096.png,com.tencent.duola
98000087,tako_5646aaa5e1382312930001a0,HelloKitty,1447472331,0,ks3-public/logo/4246180f-7aec-49b5-544f-4476c880fc25.png,com.tencent.hello
98000088,tako_5646aaa5e1382312930001a0,WeChat,1447472525,0,ks3-public/logo/d3b23cae-525b-4811-50f0-b7118d9374f1.png,com.tencent.mmzz3zz
98000089,tako_5646aaa5e1382312930001a0,WeChat,1447472702,0,ks3-public/logo/e11f8d07-a464-4cca-6763-f440128c4faf.png,com.tencent.mmzz2zz
98000090,tako_5646aaa5e1382312930001a0,WeChat,1447472922,0,ks3-public/logo/5678ec6c-08a9-484a-6b18-51ecd055a84d.png,com.tencent.mmzz1zz
98000091,tako_5646aaa5e1382312930001a0,WeChat,1447473107,0,ks3-public/logo/362d3e1d-8791-4f7c-4c42-679d0ede69ba.png,com.tencen1.mm
98000092,tako_5646aaa5e1382312930001a0,WeChat02,1447473293,0,ks3-public/logo/e7c1fd0c-b605-4ba1-7e89-3e37e65a32cf.png,com.tence02.mm
98000093,tako_5646aaa5e1382312930001a0,WeChat03,1447473493,0,ks3-public/logo/9def910e-33ba-4008-7267-fef8898c4e6e.png,com.tence03.mm
98000094,tako_5646aaa5e1382312930001a0,WeChat04,1447473686,0,ks3-public/logo/1288c312-6685-43e4-5dc2-7d4774800a7d.png,com.tence04.mm
98000095,tako_5646aaa5e1382312930001a0,WeChat05,1447473885,0,ks3-public/logo/12b2d054-a2d9-4fb9-5648-703119251075.png,com.tence05.mm
98000096,tako_5646aaa5e1382312930001a0,WeChat06,1447474034,0,ks3-public/logo/55458e4c-3fa6-4bcb-446e-45a0898a4205.png,com.tence06.mm
98000097,tako_5646aaa5e1382312930001a0,微养号,1447474169,0,ks3-public/logo/fd670fd9-ba85-41b4-58d3-f586816885ac.png,com.tuokebao.multiwechat
98000098,tako_56470520e138231293000235,拓客助手,1447495029,0,ks3-public/logo/3f6b741f-6f22-4fe1-7abf-f6a156010330.png,com.contactsapp
98000099,tako_56470520e138231293000235,拓客助手,1447495167,0,ks3-public/logo/7672e627-8522-407e-768b-c919bb126c0a.png,gome.PhoneCodeSearch.abc
98000100,tako_56470520e138231293000235,微组件,1447495450,0,ks3-public/logo/4c0d54dc-13ae-4a33-6611-d66719f05784.png,com.tencent.mm60.test
98000101,tako_56470520e138231293000235,TK.多开宝,1447495462,0,ks3-public/logo/52c7a666-5239-4db9-6687-0c40c6c48b96.png,com.tuokebao.multiwechat
98000102,tako_56470520e138231293000235,微信01,1447495691,0,ks3-public/logo/92ce5aa5-bf39-4340-6b46-c4fa5ba43f1f.png,com.tencen1.mm
98000103,tako_56470520e138231293000235,微信,1447496270,0,ks3-public/logo/ee724a59-bf87-47aa-79f3-8c6d0113c461.png,com.tencent.xin
98000104,tako_564607c5e138231293000165,Ai.原色,1447497235,0,ks3-public/logo/9d9fcdcb-32bc-467c-5fee-95c0cc568df8.jpg,P01.tencent.yuanban
98000105,tako_56470520e138231293000235,拓客自动化,1447497319,0,ks3-public/logo/3486cf14-baf2-44ea-677f-059af46fcf54.png,com.youiit.zbk.wbl60
